shipment_id,order_id,sku,supplier_id,shipment_date,expected_delivery_date,actual_delivery_date,shipment_status,carrier,quantity_shipped,shipping_cost,delay_reason,delivery_delay_days,is_delivered,is_delayed,is_lost,is_in_transit,delivered_on_time_flag
SHP-906732,ORD-506178,SKU-10459,SUP-217,2024-01-10,2024-01-15,2024-01-17,Delivered,FreightCo,10,6.98,,2.0,True,True,False,False,False
SHP-906733,ORD-511227,SKU-10144,SUP-225,2024-01-13,2024-01-17,2024-01-17,Delivered,USPS,4,6.25,,0.0,True,False,False,False,True
SHP-906734,ORD-512956,SKU-10255,SUP-205,2024-01-16,2024-01-24,2024-01-26,Delayed,UPS,38,14.24,Customs Hold,2.0,False,True,False,False,False
SHP-906735,ORD-517324,SKU-10487,SUP-226,2024-01-21,2024-01-27,2024-01-28,Delivered,USPS,43,20.47,,1.0,True,True,False,False,False
SHP-906736,ORD-502710,SKU-10477,SUP-203,2024-01-03,2024-01-10,2024-01-11,Delivered,USPS,45,15.4,,1.0,True,True,False,False,False
SHP-906737,ORD-525037,SKU-10039,SUP-223,2024-01-28,2024-02-03,,In-Transit,FreightCo,9,7.75,,,False,False,False,True,False
SHP-906738,ORD-516495,SKU-10007,SUP-225,2024-01-18,2024-01-28,2024-01-27,Delivered,UPS,45,18.55,,-1.0,True,False,False,False,True
SHP-906739,ORD-502684,SKU-10241,SUP-224,2024-01-06,2024-01-12,2024-01-12,Delivered,FreightCo,49,11.48,,0.0,True,False,False,False,True
SHP-906740,ORD-501393,SKU-10007,SUP-209,2024-01-04,2024-01-14,2024-01-15,Delivered,USPS,19,10.36,,1.0,True,True,False,False,False
SHP-906741,ORD-520397,SKU-10462,SUP-225,2024-01-21,2024-01-31,2024-01-31,Delivered,UPS,37,18.16,,0.0,True,False,False,False,True
SHP-906742,ORD-502226,SKU-10185,SUP-219,2024-01-06,2024-01-09,2024-01-08,Delivered,DHL,11,8.83,,-1.0,True,False,False,False,True
SHP-906743,ORD-502534,SKU-10187,SUP-219,2024-01-06,2024-01-12,2024-01-11,Delivered,FreightCo,3,5.69,,-1.0,True,False,False,False,True
SHP-906744,ORD-510868,SKU-10291,SUP-227,2024-01-11,2024-01-19,2024-01-20,Delivered,FedEx,7,5.54,,1.0,True,True,False,False,False
SHP-906745,ORD-503336,SKU-10047,SUP-243,2024-01-05,2024-01-13,2024-01-15,Delivered,FedEx,19,9.84,,2.0,True,True,False,False,False
SHP-906746,ORD-513678,SKU-10382,SUP-245,2024-01-17,2024-01-27,2024-01-27,Delivered,FreightCo,5,6.55,,0.0,True,False,False,False,True
SHP-906747,ORD-527150,SKU-10446,SUP-222,2024-01-31,2024-02-05,2024-02-07,Delivered,USPS,23,11.37,,2.0,True,True,False,False,False
SHP-906748,ORD-529509,SKU-10466,SUP-224,2024-01-31,2024-02-05,2024-02-04,Delivered,FedEx,18,11.74,,-1.0,True,False,False,False,True
SHP-906749,ORD-514876,SKU-10335,SUP-208,2024-01-17,2024-01-23,2024-01-30,Delayed,FedEx,29,10.59,Address Issue,7.0,False,True,False,False,False
SHP-906750,ORD-517279,SKU-10497,SUP-227,2024-01-21,2024-01-31,2024-02-04,Delayed,UPS,15,7.4,Weather Delay,4.0,False,True,False,False,False
SHP-906751,ORD-524773,SKU-10307,SUP-218,2024-01-26,2024-02-04,,In-Transit,DHL,2,5.53,,,False,False,False,True,False
SHP-906752,ORD-519444,SKU-10321,SUP-213,2024-01-20,2024-01-26,2024-02-01,Delayed,DHL,1,5.34,Customs Hold,6.0,False,True,False,False,False
SHP-906753,ORD-505663,SKU-10197,SUP-241,2024-01-07,2024-01-15,2024-01-14,Delivered,DHL,30,14.89,,-1.0,True,False,False,False,True
SHP-906754,ORD-508992,SKU-10130,SUP-217,2024-01-12,2024-01-20,2024-01-19,Delivered,UPS,2,5.5,,-1.0,True,False,False,False,True
SHP-906755,ORD-500907,SKU-10343,SUP-243,2024-01-01,2024-01-07,2024-01-06,Delivered,USPS,45,12.29,,-1.0,True,False,False,False,True
SHP-906756,ORD-503899,SKU-10382,SUP-240,2024-01-05,2024-01-14,2024-01-16,Delayed,USPS,41,20.21,Weather Delay,2.0,False,True,False,False,False
SHP-906757,ORD-518041,SKU-10400,SUP-247,2024-01-19,2024-01-26,2024-01-25,Delivered,USPS,23,7.77,,-1.0,True,False,False,False,True
SHP-906758,ORD-518005,SKU-10054,SUP-243,2024-01-21,2024-01-25,2024-01-25,Delivered,USPS,11,7.54,,0.0,True,False,False,False,True
SHP-906759,ORD-510919,SKU-10405,SUP-226,2024-01-13,2024-01-20,2024-01-21,Delivered,FedEx,5,5.41,,1.0,True,True,False,False,False
SHP-906760,ORD-503617,SKU-10246,SUP-246,2024-01-05,2024-01-14,2024-01-13,Delivered,UPS,4,5.93,,-1.0,True,False,False,False,True
SHP-906761,ORD-513474,SKU-10355,SUP-242,2024-01-17,2024-01-21,2024-01-23,Delivered,FreightCo,27,14.62,,2.0,True,True,False,False,False
SHP-906762,ORD-524236,SKU-10142,SUP-216,2024-01-27,2024-02-03,2024-02-02,Delivered,USPS,11,8.66,,-1.0,True,False,False,False,True
SHP-906763,ORD-508890,SKU-10031,SUP-221,2024-01-11,2024-01-16,2024-01-20,Delayed,DHL,19,10.9,Customs Hold,4.0,False,True,False,False,False
SHP-906764,ORD-521525,SKU-10048,SUP-229,2024-01-24,2024-02-02,,In-Transit,FedEx,47,9.88,,,False,False,False,True,False
SHP-906765,ORD-519227,SKU-10130,SUP-223,2024-01-23,2024-01-30,2024-01-30,Delivered,DHL,18,11.57,,0.0,True,False,False,False,True
SHP-906766,ORD-508010,SKU-10356,SUP-234,2024-01-09,2024-01-14,2024-01-13,Delivered,FedEx,25,10.43,,-1.0,True,False,False,False,True
SHP-906767,ORD-529649,SKU-10349,SUP-216,2024-01-31,2024-02-10,,In-Transit,UPS,44,17.38,,,False,False,False,True,False
SHP-906768,ORD-508248,SKU-10006,SUP-244,2024-01-09,2024-01-12,2024-01-12,Delivered,UPS,3,5.99,,0.0,True,False,False,False,True
SHP-906769,ORD-514526,SKU-10192,SUP-245,2024-01-18,2024-01-22,2024-01-27,Delayed,FreightCo,1,5.33,Inventory Shortage,5.0,False,True,False,False,False
SHP-906770,ORD-502727,SKU-10088,SUP-225,2024-01-04,2024-01-07,2024-01-06,Delivered,DHL,32,12.92,,-1.0,True,False,False,False,True
SHP-906771,ORD-517404,SKU-10079,SUP-223,2024-01-19,2024-01-24,2024-01-29,Delayed,USPS,19,10.67,Address Issue,5.0,False,True,False,False,False
SHP-906772,ORD-501604,SKU-10463,SUP-243,2024-01-02,2024-01-06,2024-01-08,Delivered,DHL,18,9.36,,2.0,True,True,False,False,False
SHP-906773,ORD-524238,SKU-10004,SUP-229,2024-01-27,2024-02-01,2024-02-01,Delivered,DHL,38,8.28,,0.0,True,False,False,False,True
SHP-906774,ORD-504564,SKU-10472,SUP-246,2024-01-08,2024-01-14,2024-01-21,Delayed,FedEx,27,9.32,Carrier Backlog,7.0,False,True,False,False,False
SHP-906775,ORD-528280,SKU-10352,SUP-223,2024-01-31,2024-02-05,,In-Transit,FreightCo,35,12.08,,,False,False,False,True,False
SHP-906776,ORD-507733,SKU-10411,SUP-223,2024-01-10,2024-01-14,2024-01-15,Delivered,DHL,22,8.9,,1.0,True,True,False,False,False
SHP-906777,ORD-525806,SKU-10327,SUP-225,2024-01-27,2024-02-04,2024-02-04,Delivered,USPS,18,8.19,,0.0,True,False,False,False,True
SHP-906778,ORD-502412,SKU-10421,SUP-249,2024-01-03,2024-01-11,2024-01-12,Delivered,UPS,19,11.65,,1.0,True,True,False,False,False
SHP-906779,ORD-525160,SKU-10068,SUP-227,2024-01-29,2024-02-07,2024-02-09,Delivered,DHL,20,6.3,,2.0,True,True,False,False,False
SHP-906780,ORD-521947,SKU-10116,SUP-208,2024-01-22,2024-02-01,2024-02-01,Delivered,DHL,43,8.58,,0.0,True,False,False,False,True
SHP-906781,ORD-529241,SKU-10187,SUP-218,2024-01-31,2024-02-07,2024-02-08,Delivered,USPS,39,8.91,,1.0,True,True,False,False,False
SHP-906782,ORD-503274,SKU-10468,SUP-244,2024-01-06,2024-01-15,,In-Transit,USPS,22,6.45,,,False,False,False,True,False
SHP-906783,ORD-506020,SKU-10424,SUP-221,2024-01-07,2024-01-15,,In-Transit,USPS,31,12.42,,,False,False,False,True,False
SHP-906784,ORD-507656,SKU-10480,SUP-219,2024-01-10,2024-01-13,2024-01-12,Delivered,DHL,41,16.4,,-1.0,True,False,False,False,True
SHP-906785,ORD-502425,SKU-10279,SUP-211,2024-01-04,2024-01-10,2024-01-12,Delayed,FedEx,1,5.39,Inventory Shortage,2.0,False,True,False,False,False
SHP-906786,ORD-528760,SKU-10415,SUP-220,2024-02-01,2024-02-11,2024-02-13,Delayed,USPS,34,8.77,Carrier Backlog,2.0,False,True,False,False,False
SHP-906787,ORD-527379,SKU-10035,SUP-224,2024-01-31,2024-02-04,2024-02-04,Delivered,FreightCo,2,5.58,,0.0,True,False,False,False,True
SHP-906788,ORD-514355,SKU-10210,SUP-211,2024-01-15,2024-01-19,2024-01-19,Delivered,FedEx,16,10.04,,0.0,True,False,False,False,True
SHP-906789,ORD-525405,SKU-10208,SUP-200,2024-01-29,2024-02-01,2024-01-31,Delivered,DHL,27,6.47,,-1.0,True,False,False,False,True
SHP-906790,ORD-528504,SKU-10222,SUP-208,2024-01-29,2024-02-06,2024-02-08,Delivered,USPS,41,14.33,,2.0,True,True,False,False,False
SHP-906791,ORD-517762,SKU-10141,SUP-207,2024-01-20,2024-01-28,2024-01-27,Delivered,FreightCo,43,10.26,,-1.0,True,False,False,False,True
SHP-906792,ORD-514778,SKU-10419,SUP-207,2024-01-15,2024-01-21,,In-Transit,DHL,3,5.36,,,False,False,False,True,False
SHP-906793,ORD-514041,SKU-10093,SUP-203,2024-01-16,2024-01-20,,Lost,USPS,3,5.69,Carrier Backlog,,False,False,True,False,False
SHP-906794,ORD-529362,SKU-10291,SUP-237,2024-01-30,2024-02-09,2024-02-11,Delivered,FedEx,23,7.13,,2.0,True,True,False,False,False
SHP-906795,ORD-520879,SKU-10460,SUP-226,2024-01-22,2024-01-28,2024-02-02,Delayed,DHL,24,13.83,Carrier Backlog,5.0,False,True,False,False,False
SHP-906796,ORD-506777,SKU-10365,SUP-219,2024-01-09,2024-01-15,2024-01-17,Delivered,UPS,16,9.01,,2.0,True,True,False,False,False
SHP-906797,ORD-515341,SKU-10038,SUP-228,2024-01-18,2024-01-26,2024-01-28,Delivered,FedEx,19,7.37,,2.0,True,True,False,False,False
SHP-906798,ORD-511732,SKU-10455,SUP-242,2024-01-14,2024-01-23,2024-01-28,Delayed,UPS,37,15.56,Customs Hold,5.0,False,True,False,False,False
SHP-906799,ORD-518744,SKU-10411,SUP-243,2024-01-22,2024-01-25,,In-Transit,UPS,29,15.13,,,False,False,False,True,False
SHP-906800,ORD-524536,SKU-10431,SUP-234,2024-01-26,2024-02-02,2024-02-04,Delivered,UPS,16,10.86,,2.0,True,True,False,False,False
SHP-906801,ORD-513633,SKU-10222,SUP-231,2024-01-15,2024-01-21,,In-Transit,DHL,2,5.36,,,False,False,False,True,False
SHP-906802,ORD-521519,SKU-10210,SUP-210,2024-01-23,2024-02-01,2024-01-31,Delivered,UPS,24,12.97,,-1.0,True,False,False,False,True
SHP-906803,ORD-502873,SKU-10031,SUP-205,2024-01-06,2024-01-16,2024-01-16,Delivered,USPS,15,8.53,,0.0,True,False,False,False,True
SHP-906804,ORD-517693,SKU-10029,SUP-228,2024-01-18,2024-01-23,2024-01-22,Delivered,USPS,49,7.74,,-1.0,True,False,False,False,True
SHP-906805,ORD-526595,SKU-10059,SUP-217,2024-01-30,2024-02-09,2024-02-08,Delivered,FedEx,41,18.99,,-1.0,True,False,False,False,True
SHP-906806,ORD-513442,SKU-10308,SUP-223,2024-01-14,2024-01-22,2024-01-24,Delayed,FedEx,45,9.11,Carrier Backlog,2.0,False,True,False,False,False
SHP-906807,ORD-511902,SKU-10233,SUP-227,2024-01-12,2024-01-17,2024-01-20,Delayed,FreightCo,36,8.08,Inventory Shortage,3.0,False,True,False,False,False
SHP-906808,ORD-503315,SKU-10202,SUP-216,2024-01-04,2024-01-12,2024-01-11,Delivered,FreightCo,6,5.86,,-1.0,True,False,False,False,True
SHP-906809,ORD-525678,SKU-10123,SUP-203,2024-01-27,2024-01-31,2024-02-02,Delivered,FedEx,37,18.33,,2.0,True,True,False,False,False
SHP-906810,ORD-500606,SKU-10152,SUP-241,2024-01-04,2024-01-09,,In-Transit,UPS,15,9.51,,,False,False,False,True,False
SHP-906811,ORD-510227,SKU-10236,SUP-244,2024-01-13,2024-01-22,2024-01-21,Delivered,DHL,9,7.55,,-1.0,True,False,False,False,True
SHP-906812,ORD-511778,SKU-10497,SUP-247,2024-01-14,2024-01-23,2024-01-28,Delayed,FreightCo,28,6.56,Customs Hold,5.0,False,True,False,False,False
SHP-906813,ORD-512624,SKU-10021,SUP-229,2024-01-15,2024-01-19,2024-01-20,Delivered,USPS,45,22.0,,1.0,True,True,False,False,False
SHP-906814,ORD-518857,SKU-10057,SUP-227,2024-01-22,2024-02-01,2024-01-31,Delivered,DHL,10,7.01,,-1.0,True,False,False,False,True
SHP-906815,ORD-514943,SKU-10481,SUP-226,2024-01-18,2024-01-21,2024-01-22,Delivered,FreightCo,43,21.27,,1.0,True,True,False,False,False
SHP-906816,ORD-512553,SKU-10371,SUP-200,2024-01-15,2024-01-24,2024-01-25,Delivered,UPS,29,14.0,,1.0,True,True,False,False,False
SHP-906817,ORD-507747,SKU-10349,SUP-241,2024-01-10,2024-01-13,2024-01-17,Delayed,FedEx,36,10.24,Carrier Backlog,4.0,False,True,False,False,False
SHP-906818,ORD-500856,SKU-10463,SUP-228,2024-01-04,2024-01-08,,In-Transit,UPS,21,10.86,,,False,False,False,True,False
SHP-906819,ORD-501926,SKU-10093,SUP-201,2024-01-03,2024-01-07,,In-Transit,DHL,41,20.97,,,False,False,False,True,False
SHP-906820,ORD-513909,SKU-10252,SUP-220,2024-01-15,2024-01-22,2024-01-23,Delivered,UPS,12,7.8,,1.0,True,True,False,False,False
SHP-906821,ORD-515521,SKU-10481,SUP-202,2024-01-17,2024-01-26,2024-01-26,Delivered,FedEx,23,8.95,,0.0,True,False,False,False,True
SHP-906822,ORD-526917,SKU-10238,SUP-230,2024-01-30,2024-02-04,2024-02-07,Delayed,FedEx,36,11.36,Customs Hold,3.0,False,True,False,False,False
SHP-906823,ORD-518615,SKU-10261,SUP-204,2024-01-20,2024-01-27,2024-01-29,Delivered,DHL,1,5.11,,2.0,True,True,False,False,False
SHP-906824,ORD-528485,SKU-10418,SUP-229,2024-01-29,2024-02-08,2024-02-09,Delivered,FedEx,48,14.94,,1.0,True,True,False,False,False
SHP-906825,ORD-506804,SKU-10209,SUP-207,2024-01-08,2024-01-12,2024-01-11,Delivered,USPS,7,5.99,,-1.0,True,False,False,False,True
SHP-906826,ORD-508489,SKU-10386,SUP-219,2024-01-09,2024-01-16,2024-01-17,Delivered,USPS,19,6.36,,1.0,True,True,False,False,False
SHP-906827,ORD-507117,SKU-10264,SUP-244,2024-01-08,2024-01-18,2024-01-24,Delayed,FreightCo,6,7.3,Customs Hold,6.0,False,True,False,False,False
SHP-906828,ORD-517250,SKU-10382,SUP-233,2024-01-21,2024-01-31,2024-02-04,Delayed,FreightCo,31,6.98,Weather Delay,4.0,False,True,False,False,False
SHP-906829,ORD-523765,SKU-10199,SUP-210,2024-01-27,2024-02-06,,In-Transit,FedEx,27,6.81,,,False,False,False,True,False
SHP-906830,ORD-509233,SKU-10112,SUP-207,2024-01-11,2024-01-15,2024-01-17,Delivered,USPS,42,11.97,,2.0,True,True,False,False,False
SHP-906831,ORD-500044,SKU-10478,SUP-222,2024-01-04,2024-01-09,2024-01-09,Delivered,FedEx,9,7.4,,0.0,True,False,False,False,True
SHP-906832,ORD-502812,SKU-10176,SUP-233,2024-01-05,2024-01-09,2024-01-12,Delayed,UPS,7,7.13,Customs Hold,3.0,False,True,False,False,False
SHP-906833,ORD-525985,SKU-10228,SUP-238,2024-01-27,2024-01-31,2024-02-02,Delivered,USPS,23,11.69,,2.0,True,True,False,False,False
SHP-906834,ORD-522104,SKU-10491,SUP-246,2024-01-24,2024-01-29,2024-01-30,Delivered,FreightCo,13,5.94,,1.0,True,True,False,False,False
SHP-906835,ORD-509464,SKU-10221,SUP-215,2024-01-12,2024-01-20,2024-01-20,Delivered,DHL,18,6.94,,0.0,True,False,False,False,True
SHP-906836,ORD-529497,SKU-10156,SUP-239,2024-01-30,2024-02-05,2024-02-05,Delivered,FedEx,17,6.09,,0.0,True,False,False,False,True
SHP-906837,ORD-515532,SKU-10213,SUP-215,2024-01-17,2024-01-27,2024-01-29,Delivered,FedEx,20,8.58,,2.0,True,True,False,False,False
SHP-906838,ORD-500359,SKU-10279,SUP-240,2024-01-02,2024-01-07,2024-01-07,Delivered,FreightCo,17,11.06,,0.0,True,False,False,False,True
SHP-906839,ORD-511783,SKU-10070,SUP-214,2024-01-14,2024-01-21,2024-01-22,Delivered,FedEx,12,9.69,,1.0,True,True,False,False,False
SHP-906840,ORD-520248,SKU-10440,SUP-233,2024-01-22,2024-01-26,2024-01-27,Delivered,FedEx,34,12.4,,1.0,True,True,False,False,False
SHP-906841,ORD-518516,SKU-10024,SUP-200,2024-01-19,2024-01-22,2024-01-23,Delivered,FreightCo,18,9.79,,1.0,True,True,False,False,False
SHP-906842,ORD-516764,SKU-10323,SUP-244,2024-01-19,2024-01-29,2024-01-29,Delivered,FedEx,22,6.71,,0.0,True,False,False,False,True
SHP-906843,ORD-511960,SKU-10120,SUP-222,2024-01-12,2024-01-21,2024-01-22,Delivered,FedEx,40,17.98,,1.0,True,True,False,False,False
SHP-906844,ORD-519061,SKU-10237,SUP-227,2024-01-23,2024-01-30,2024-01-30,Delivered,USPS,45,22.56,,0.0,True,False,False,False,True
SHP-906845,ORD-518406,SKU-10312,SUP-222,2024-01-21,2024-01-30,,In-Transit,FreightCo,14,8.01,,,False,False,False,True,False
SHP-906846,ORD-500585,SKU-10415,SUP-225,2024-01-04,2024-01-09,2024-01-10,Delivered,UPS,27,12.22,,1.0,True,True,False,False,False
SHP-906847,ORD-504978,SKU-10154,SUP-235,2024-01-07,2024-01-12,,In-Transit,UPS,7,6.57,,,False,False,False,True,False
SHP-906848,ORD-522955,SKU-10057,SUP-232,2024-01-26,2024-02-04,2024-02-05,Delivered,USPS,1,5.31,,1.0,True,True,False,False,False
SHP-906849,ORD-506435,SKU-10105,SUP-231,2024-01-07,2024-01-11,2024-01-14,Delayed,USPS,34,14.86,Weather Delay,3.0,False,True,False,False,False
SHP-906850,ORD-526582,SKU-10198,SUP-210,2024-01-30,2024-02-05,2024-02-12,Delayed,FreightCo,12,8.21,Customs Hold,7.0,False,True,False,False,False
SHP-906851,ORD-509614,SKU-10143,SUP-202,2024-01-12,2024-01-17,2024-01-18,Delivered,FreightCo,40,11.13,,1.0,True,True,False,False,False
SHP-906852,ORD-514200,SKU-10304,SUP-207,2024-01-18,2024-01-26,2024-01-28,Delivered,UPS,31,12.04,,2.0,True,True,False,False,False
SHP-906853,ORD-509558,SKU-10025,SUP-222,2024-01-10,2024-01-15,2024-01-17,Delivered,USPS,26,12.21,,2.0,True,True,False,False,False
SHP-906854,ORD-529122,SKU-10098,SUP-214,2024-01-30,2024-02-08,2024-02-15,Delayed,USPS,35,7.97,Inventory Shortage,7.0,False,True,False,False,False
SHP-906855,ORD-500200,SKU-10212,SUP-240,2024-01-02,2024-01-12,,In-Transit,UPS,17,10.56,,,False,False,False,True,False
SHP-906856,ORD-529253,SKU-10018,SUP-231,2024-02-02,2024-02-08,2024-02-08,Delivered,FreightCo,23,7.87,,0.0,True,False,False,False,True
SHP-906857,ORD-504563,SKU-10430,SUP-245,2024-01-08,2024-01-16,2024-01-22,Delayed,DHL,17,5.89,Inventory Shortage,6.0,False,True,False,False,False
SHP-906858,ORD-516324,SKU-10259,SUP-249,2024-01-18,2024-01-26,2024-01-27,Delivered,FedEx,17,7.09,,1.0,True,True,False,False,False
SHP-906859,ORD-517870,SKU-10175,SUP-220,2024-01-20,2024-01-23,2024-01-22,Delivered,DHL,18,6.34,,-1.0,True,False,False,False,True
SHP-906860,ORD-527259,SKU-10370,SUP-208,2024-01-30,2024-02-05,2024-02-05,Delivered,FedEx,18,6.1,,0.0,True,False,False,False,True
SHP-906861,ORD-502051,SKU-10107,SUP-244,2024-01-03,2024-01-09,,Lost,FedEx,37,17.8,Customs Hold,,False,False,True,False,False
SHP-906862,ORD-506293,SKU-10488,SUP-245,2024-01-10,2024-01-20,2024-01-20,Delivered,UPS,34,14.57,,0.0,True,False,False,False,True
SHP-906863,ORD-526505,SKU-10317,SUP-248,2024-01-30,2024-02-03,2024-02-04,Delivered,DHL,25,11.17,,1.0,True,True,False,False,False
SHP-906864,ORD-522011,SKU-10335,SUP-209,2024-01-25,2024-01-29,2024-01-29,Delivered,USPS,30,15.84,,0.0,True,False,False,False,True
SHP-906865,ORD-522532,SKU-10362,SUP-209,2024-01-24,2024-02-02,2024-02-03,Delivered,FedEx,28,6.74,,1.0,True,True,False,False,False
SHP-906866,ORD-526619,SKU-10023,SUP-211,2024-01-30,2024-02-08,2024-02-08,Delivered,DHL,15,7.75,,0.0,True,False,False,False,True
SHP-906867,ORD-528275,SKU-10044,SUP-225,2024-01-29,2024-02-02,2024-02-04,Delivered,FedEx,14,9.7,,2.0,True,True,False,False,False
SHP-906868,ORD-504825,SKU-10087,SUP-239,2024-01-06,2024-01-11,,Lost,FedEx,31,7.6,Carrier Backlog,,False,False,True,False,False
SHP-906869,ORD-503533,SKU-10220,SUP-223,2024-01-06,2024-01-12,2024-01-13,Delivered,FreightCo,7,6.06,,1.0,True,True,False,False,False
SHP-906870,ORD-507627,SKU-10266,SUP-215,2024-01-09,2024-01-18,2024-01-25,Delayed,FedEx,24,6.98,Address Issue,7.0,False,True,False,False,False
SHP-906871,ORD-519834,SKU-10259,SUP-204,2024-01-23,2024-02-01,2024-02-06,Delayed,USPS,21,8.9,Weather Delay,5.0,False,True,False,False,False
SHP-906872,ORD-502264,SKU-10220,SUP-203,2024-01-04,2024-01-07,2024-01-06,Delivered,FreightCo,15,8.21,,-1.0,True,False,False,False,True
SHP-906873,ORD-501232,SKU-10460,SUP-217,2024-01-05,2024-01-13,2024-01-13,Delivered,FedEx,35,8.08,,0.0,True,False,False,False,True
SHP-906874,ORD-516816,SKU-10083,SUP-200,2024-01-18,2024-01-25,2024-01-24,Delivered,DHL,16,10.29,,-1.0,True,False,False,False,True
SHP-906875,ORD-526874,SKU-10382,SUP-214,2024-01-27,2024-02-05,2024-02-08,Delayed,UPS,2,5.48,Carrier Backlog,3.0,False,True,False,False,False
SHP-906876,ORD-520722,SKU-10481,SUP-241,2024-01-23,2024-01-29,2024-01-29,Delivered,FedEx,32,10.4,,0.0,True,False,False,False,True
SHP-906877,ORD-528278,SKU-10415,SUP-200,2024-01-31,2024-02-07,2024-02-09,Delayed,FedEx,46,20.71,Weather Delay,2.0,False,True,False,False,False
SHP-906878,ORD-527431,SKU-10229,SUP-249,2024-01-29,2024-02-03,2024-02-05,Delivered,FreightCo,41,17.35,,2.0,True,True,False,False,False
SHP-906879,ORD-503926,SKU-10059,SUP-242,2024-01-04,2024-01-08,2024-01-07,Delivered,DHL,8,6.83,,-1.0,True,False,False,False,True
SHP-906880,ORD-502536,SKU-10053,SUP-242,2024-01-05,2024-01-13,2024-01-14,Delivered,USPS,5,6.58,,1.0,True,True,False,False,False
SHP-906881,ORD-505597,SKU-10356,SUP-246,2024-01-07,2024-01-13,2024-01-15,Delivered,DHL,41,15.28,,2.0,True,True,False,False,False
SHP-906882,ORD-518958,SKU-10117,SUP-224,2024-01-19,2024-01-22,2024-01-22,Delivered,DHL,36,9.96,,0.0,True,False,False,False,True
SHP-906883,ORD-524406,SKU-10253,SUP-230,2024-01-28,2024-02-03,2024-02-03,Delivered,DHL,21,10.26,,0.0,True,False,False,False,True
SHP-906884,ORD-512943,SKU-10138,SUP-216,2024-01-16,2024-01-24,2024-01-24,Delivered,FedEx,47,16.47,,0.0,True,False,False,False,True
SHP-906885,ORD-525355,SKU-10307,SUP-240,2024-01-29,2024-02-08,2024-02-07,Delivered,DHL,9,5.72,,-1.0,True,False,False,False,True
SHP-906886,ORD-517765,SKU-10445,SUP-205,2024-01-18,2024-01-25,2024-01-24,Delivered,DHL,46,23.24,,-1.0,True,False,False,False,True
SHP-906887,ORD-529277,SKU-10496,SUP-204,2024-02-01,2024-02-09,2024-02-08,Delivered,DHL,3,5.39,,-1.0,True,False,False,False,True
SHP-906888,ORD-506535,SKU-10153,SUP-221,2024-01-07,2024-01-15,2024-01-14,Delivered,UPS,40,7.34,,-1.0,True,False,False,False,True
SHP-906889,ORD-507401,SKU-10394,SUP-236,2024-01-09,2024-01-14,,In-Transit,UPS,2,5.11,,,False,False,False,True,False
SHP-906890,ORD-521509,SKU-10187,SUP-236,2024-01-25,2024-01-30,2024-01-29,Delivered,USPS,28,15.79,,-1.0,True,False,False,False,True
SHP-906891,ORD-524746,SKU-10466,SUP-213,2024-01-26,2024-02-03,2024-02-05,Delivered,FreightCo,9,5.45,,2.0,True,True,False,False,False
SHP-906892,ORD-507007,SKU-10360,SUP-235,2024-01-10,2024-01-16,2024-01-17,Delivered,FedEx,27,12.17,,1.0,True,True,False,False,False
SHP-906893,ORD-524542,SKU-10126,SUP-203,2024-01-25,2024-01-30,2024-01-29,Delivered,UPS,32,14.74,,-1.0,True,False,False,False,True
SHP-906894,ORD-528443,SKU-10430,SUP-208,2024-02-01,2024-02-08,2024-02-10,Delivered,FedEx,21,8.8,,2.0,True,True,False,False,False
SHP-906895,ORD-511393,SKU-10160,SUP-227,2024-01-15,2024-01-22,,In-Transit,UPS,36,18.34,,,False,False,False,True,False
SHP-906896,ORD-504072,SKU-10290,SUP-204,2024-01-08,2024-01-16,2024-01-15,Delivered,FreightCo,3,6.14,,-1.0,True,False,False,False,True
SHP-906897,ORD-518527,SKU-10213,SUP-206,2024-01-20,2024-01-27,2024-01-29,Delivered,UPS,40,14.96,,2.0,True,True,False,False,False
SHP-906898,ORD-509977,SKU-10059,SUP-209,2024-01-10,2024-01-20,2024-01-19,Delivered,FedEx,32,6.79,,-1.0,True,False,False,False,True
SHP-906899,ORD-511836,SKU-10478,SUP-236,2024-01-12,2024-01-18,2024-01-17,Delivered,FreightCo,49,23.92,,-1.0,True,False,False,False,True
SHP-906900,ORD-526635,SKU-10158,SUP-239,2024-01-29,2024-02-05,2024-02-07,Delivered,USPS,43,13.53,,2.0,True,True,False,False,False
